n,date,domain,lang,reg,title,url,article_kind,primary_voice,vg,voice_name,voice_affiliation,projected_bloc_seats,stance,claim_strength,no61_kind,stated_probability,p61,side,key_quote,key_quote_en,summary,quote_verified,text_source,snapshot
122,2022-07-25,kikar.co.il,he,he,סקר חדש: גוש ימין-חרדים עם 60 מנדטים,https://kikar.co.il/423678.html,poll,poll,polls,Dudi Chasid,Kan (Israeli public broadcaster),60,-0.2,0.85,deadlock,,0.4,no61,"גוש נתניהו והמפלגות החרדיות, עומד גם הערב (ראשון) הזה סביבות ה-60 מנדטים ולא מצליח להתרומם.",Netanyahu's bloc and the haredi parties stand this evening at around 60 seats and are not managing to rise.,"A poll by Dudi Chasid projects Netanyahu's bloc (Likud 35 + Religious Zionism 10 + Shas 8 + United Torah Judaism 7) at 60 seats, one short of a majority, with the bloc unable to gain momentum.",True,live,
123,2022-07-25,walla.co.il,he,he,"גנץ בריאיון לוואלה!: ""לא נהיה תלויים ברע""מ"" - וואלה! בחירות 2022",https://elections.walla.co.il/item/3520410,interview,politician_anti,anti,Benny Gantz,Blue and White (Kahol Lavan),,-0.5,0.7,opposition_forms_govt,,0.25,no61,יש פה פוטנציאל לחסום את נתניהו מ-61 שזה מטרה חשובה מאוד בבחירות הנוכחיות.,"There is potential here to block Netanyahu from 61, which is a very important goal in the current elections.","Gantz (anti-Netanyahu) states the opposition's goal is to prevent Netanyahu's bloc from reaching 61 seats and form an alternative government, explicitly rejecting coalition with Netanyahu.",True,live,
124,2022-07-25,al-monitor.com,en,intl,Israeli ultranationalist soars in polls,https://al-monitor.com/originals/2022/07/israeli-ultranationalist-soars-polls,news,poll,polls,,,,0,0.3,n/a,,0.5,uncertain,"If he headed a united Religious Zionist party instead of its current leader Bezalel Smotrich, it would win as many as 13 seats, up from the seven it now holds. If Smotrich continues to lead the party, it's predicted to grow at a moderate rate and win just 10 seats.","If he headed a united Religious Zionist party instead of its current leader Bezalel Smotrich, it would win as many as 13 seats, up from the seven it now holds. If Smotrich continues to lead the party, it's predicted to grow at a moderate rate and win just 10 seats.","Unnamed polls show Ben Gvir's Jewish Power/Religious Zionist faction could win 10–13 seats depending on leadership, but the article does not project total bloc seats or assess whether Netanyahu's coalition reaches 61.",True,live,
125,2022-07-26,jpost.com,en,il_en,Gantz's refusal of government with Netanyahu may mean 6th election,https://jpost.com/israel-news/politics-and-diplomacy/article-713119,analysis,author,media,,Jerusalem Post,,-0.7,0.75,deadlock,,0.15,no61,"The remaining scenario, which now may be the most probable, is a sixth election.","The remaining scenario, which now may be the most probable, is a sixth election.","The Jerusalem Post analysis argues that given current polling and coalition constraints, Netanyahu's bloc cannot reach 61 seats, and a sixth election is now the most probable outcome.",True,live,
126,2022-07-26,jpost.com,en,il_en,Israel Elections: Israelis prefer Ben-Gvir to Abbas in next gov't - poll,https://jpost.com/israel-elections/article-713081,poll,poll,polls,Channel 13,Channel 13 (Israeli television),60,-0.2,0.85,deadlock,,0.4,no61,"Rounding up Netanyahu's bloc are Ben Gvir and Smotrich with 11, Arye Deri's Shas with eight and United Torah Judaism with six mandates, bringing the block to a total of 60, unable to form a government but enough to block a government forming on the other side.","Rounding up Netanyahu's bloc are Ben Gvir and Smotrich with 11, Arye Deri's Shas with eight and United Torah Judaism with six mandates, bringing the block to a total of 60, unable to form a government but enough to block a government forming on the other side.","Channel 13 poll projects Netanyahu's bloc at 60 seats, one short of the 61-seat majority needed to form a government, indicating a deadlock scenario.",True,live,
127,2022-07-26,maariv.co.il,he,he,בחירות 2022: סקר מגלה כמה גוש נתניהו קרוב להקמת ממשלה?,https://maariv.co.il/elections-2022/Article-934334,poll,poll,polls,Maariv poll (unnamed pollster),Maariv,60,-0.2,0.85,deadlock,,0.4,no61,"בחלוקה לגושים, המפלגות שמרכיבות את הגוש התומך בנתניהו מקבלות 60 מנדטים מול 54 מנדטים למפלגות המרכיבות את הקואליציה הנוכחית.","By bloc division, the parties making up the bloc supporting Netanyahu receive 60 seats versus 54 seats for the parties making up the current coalition.","A Maariv poll projects Netanyahu's bloc at 60 seats, one short of the 61-seat majority needed to form a government.",True,live,
128,2022-07-28,jpost.com,en,il_en,"The Zionist Spirit is Shaked, Hendel's last chance in Knesset - analysis",https://jpost.com/israel-elections/article-713375,analysis,author,media,,Jerusalem Post,,0,0.3,unclear,,0.5,uncertain,"One camp offers a 61-seat government with Ben-Gvir that will fire the attorney-general, halt the trial and many more topics that have to do with one man only.","One camp offers a 61-seat government with Ben-Gvir that will fire the attorney-general, halt the trial and many more topics that have to do with one man only.","The author analyzes conflicting signals from Shaked (appearing to support a right-wing Netanyahu government) and Hendel (opposing a narrow Netanyahu-led government), noting Hendel's explicit reference to a potential 61-seat bloc with Ben-Gvir as a cautionary scenario, without predicting the outcome.",True,live,
129,2022-07-28,7kanal.co.il,ru,ru,"Опрос «Мадгам»: Бен-Гвир получает 7 мандатов, Смотрич – 4",https://7kanal.co.il/News/News.aspx/242092,poll,poll,polls,Madgam,Madgam Institute (led by Mina Tzemach and Mano Geva),57,-0.6,0.85,deadlock,,0.2,no61,"блок Нетаньяху получает 57 мест, а его политические противники – 53. Таким образом, ни один из них не в силах сформировать правительство.","Netanyahu's bloc receives 57 seats, and his political opponents – 53. Thus, neither of them is able to form a government.","Madgam poll projects Netanyahu's bloc at 57 seats (Likud 31, Ben-Gvir 7, Smotrich 4, Shas 8, UTJ 7), falling short of 61 and resulting in deadlock.",True,live,
130,2022-07-28,haaretz.com,en,il_en,00000182 4630 d473 a7ca fffe28660000,https://haaretz.com/israel-news/elections/2022-07-28/ty-article/israel-election-zionist-spirit-alliance-could-make-netanyahu-prime-minister-poll-shows/00000182-4630-d473-a7ca-fffe28660000,poll,poll,polls,Midgam Company / Mano Geva / iPanel,Channel 12 News,61,0.3,0.7,n/a,,0.65,bloc61,"Netanyahu's bloc would win 57 seats, and together with Zionist Spirit's four it would have 61 of the Knesset's 120 seats, the poll showed.","Netanyahu's bloc would win 57 seats, and together with Zionist Spirit's four it would have 61 of the Knesset's 120 seats, the poll showed.","A Channel 12 poll (Midgam/iPanel) projects Netanyahu's bloc at 57 seats plus Zionist Spirit's 4 seats = 61 total, exactly the threshold needed for a majority.",True,live,
131,2022-07-28,israelhayom.co.il,he,he,גנץ מתאכזב מהסקרים ומחפש מוצא | ישראל היום,https://israelhayom.co.il/news/politics/article/12547564,opinion,author,media,,Israel Hayom,,0.5,0.6,n/a,,0.75,bloc61,"אין לו באמת ממשלה בלי הליכוד. גם אם יצליח לגייס חלקים, או אפילו את כל המפלגות החרדיות, הוא לא מתייצב מעל ל־30 ממליצים... אז גנץ אומר 'ממשלה בלעדיו' - כשהכוונה לנתניהו - אבל... האפשרות הזו שרירה, קיימת וריאלית.","He has no real government without Likud. Even if he succeeds in recruiting parts, or even all the haredi parties, he does not stand above 30 [seats]... So Gantz says 'government without him' – meaning Netanyahu – but... this possibility is real, exists and is realistic.","The author argues that Gantz's only viable path to government is joining Netanyahu's bloc, implying Netanyahu's coalition will likely form, though the political math is complex and uncertain.",True,live,
132,2022-07-29,ynet.co.il,he,he,חידת שקד יכולה להכריע את הבחירות,https://ynet.co.il/news/article/sycymv11pq,analysis,author,media,,ynet.co.il,,0,0.3,unclear,,0.5,uncertain,"שקד לא פוסלת את נתניהו, אבל אומרת גם כי לא תעניק לו מפתח לממשלת 61 צרה. היא מכוונת לממשלה רחבה ויציבה מהסוג שכמעט קשה לדמיין במציאות הפוליטית הנוכחית.","Shaked does not rule out Netanyahu, but says she will not give him a key to a narrow 61-seat government. She is aiming for a broad and stable government of a type that is almost hard to imagine in the current political reality.","The author analyzes Shaked's ambiguous position: she neither rules out Netanyahu nor will enable a narrow 61-seat government, instead seeking a broad coalition that seems unrealistic; the outcome depends on whether the anti-Netanyahu bloc will compromise or Netanyahu's bloc will change leaders.",True,live,
133,2022-08-01,inn.co.il,he,he,"ח""כ צבי האוזר: ישבנו שנה בממשלת 61, זה התרסק לנו מול העיניים",https://inn.co.il/news/573010,interview,politician_bloc,anti,Tzvi Hauser,HaRuach HaTzionit (The Zionist Spirit),,-0.7,0.75,deadlock,,0.15,no61,"בלי הרוח הציונית לנתניהו יש 61, ועם הרוח הציוניות לאף אחד אין 61. זאת אומרת אין ממשלה של 61 עם נתניהו... אין ממשלה של 61 של יאיר לפיד... רק רוח ציונית חזקה וגדולה מבטיחה בוודאות שאין 61 לא מכאן ולא מכאן","Without HaRuach HaTzionit, Netanyahu has 61, and with HaRuach HaTzionit, no one has 61. That means no government of 61 with Netanyahu... no government of 61 with Yair Lapid... only a strong and large Zionist Spirit guarantees with certainty that there is no 61 from either side","Tzvi Hauser (HaRuach HaTzionit) argues that without his party, Netanyahu has exactly 61 seats but with it, no bloc reaches 61, creating a deadlock that forces a broad unity government; he rejects narrow coalitions dependent on Ben-Gvir or Arab parties.",True,live,
134,2022-08-01,7kanal.co.il,ru,ru,"У блока Нетаньяху – 61 мандат, «Руах Ционит» – за бортом",https://7kanal.co.il/News/News.aspx/242170,poll,poll,polls,Direct Polls,Direct Polls,61,0.5,0.85,n/a,,0.75,bloc61,"блок оппозиционной партии, возглавляемый экс-премьер-министром Биньямином Нетаньяху, может смело рассчитывать на 61 мандат, а, значит, имеет возможность сформировать правое правительство.","the opposition bloc led by former Prime Minister Benjamin Netanyahu can confidently count on 61 seats, and thus has the opportunity to form a right-wing government.","Direct Polls projects Netanyahu's bloc at exactly 61 seats (Likud 34 + Religious Zionism 11 + Shas 9 + United Torah Judaism 7), enabling him to form a right-wing government.",True,live,
